,level1,level2,level3,level4,paragraph,filename,text
5,Environnement et aménagement du territoire,Ressources disponibles pour le chargé d'études,Memento des espaces protégés,,"Pour ue meilleure prise en compte des enjeux environnementaux au stade de la pré-étude de contexte et de l'étude de contexte, il est préconisé d'appliquer ce [mémento des principaux espaces protégés](&D57).
RTE et France Nature Environnement (FNE) ont élaboré ensemble ce mémento dans le but de mieux intégrer la prise en compte des enjeux de biodiversité en amont des projets de création d'ouvrages électriques THT.
Il est destiné prioritairement à tous ceux qui sont amenés à étudier des projets de développement du réseau lors des études cibles, des études de développement à long terme ou décisionnelles. En particulier lors de l'analyse de différentes stratégies dans le cadre d'une pré-étude ou d'une étude de contexte, il permet d'adapter certains choix techniques aux milieux naturels traversés.
* Le mémento commence par rappeler les enjeux de biodiversité, de préservation des espèces, des milieux naturels et des continuités écologiques, et met en regard la démarche de RTE selon des principes respectueux de l'environnement en 3 étapes successives Eviter, Réduire, Compenser.
* Puis, il rappelle les étapes et l'importance d'une bonne analyse qualitative des enjeux environnementaux au fil du déroulement d'un projet d'ouvrage, depuis les premières études de réseau jusqu'à l'établissement du projet détaillé.
* Ensuite, à travers un recensement accompagné d'un descriptif des principaux outils de protection des espaces (parcs naturels, réserves, sites classés,…) selon l'échelle territoriale dont ils relèvent, le mémento propose d'associer à chaque espace une appréciation indicative de la faisabilité d'un ouvrage électrique (ligne aérienne, liaison souterraine, poste) selon un code couleur : 
	* Vert pour ""peu contraignant"" ; Orange pour ""contraignant"" ; Rouge pour ""quasi impossible"".
	* Les superficies du territoire métropolitain concernées par les protections sont précisées, ce qui permet de relativiser le nombre d'espaces à faisabilité ""rouge"" puisqu'elles ne couvrent qu'environ 7% du territoire.
* Sont également mentionnés les ""bons réflexes"" à adopter par l'ingénieur d'étude en fonction des spécificités liées à ces espaces (contacts, documents administratifs, chartes, ...).
",DODER_environnement_et_amenagement_du_territoire.md,"Titre du document : Environnement et aménagement du territoire
Section : Ressources disponibles pour le chargé d'études
Sous-section : Memento des espaces protégés
Contenu : Pour ue meilleure prise en compte des enjeux environnementaux au stade de la pré-étude de contexte et de l'étude de contexte, il est préconisé d'appliquer ce [mémento des principaux espaces protégés](&D57).
RTE et France Nature Environnement (FNE) ont élaboré ensemble ce mémento dans le but de mieux intégrer la prise en compte des enjeux de biodiversité en amont des projets de création d'ouvrages électriques THT.
Il est destiné prioritairement à tous ceux qui sont amenés à étudier des projets de développement du réseau lors des études cibles, des études de développement à long terme ou décisionnelles. En particulier lors de l'analyse de différentes stratégies dans le cadre d'une pré-étude ou d'une étude de contexte, il permet d'adapter certains choix techniques aux milieux naturels traversés.
* Le mémento commence par rappeler les enjeux de biodiversité, de préservation des espèces, des milieux naturels et des continuités écologiques, et met en regard la démarche de RTE selon des principes respectueux de l'environnement en 3 étapes successives Eviter, Réduire, Compenser.
* Puis, il rappelle les étapes et l'importance d'une bonne analyse qualitative des enjeux environnementaux au fil du déroulement d'un projet d'ouvrage, depuis les premières études de réseau jusqu'à l'établissement du projet détaillé.
* Ensuite, à travers un recensement accompagné d'un descriptif des principaux outils de protection des espaces (parcs naturels, réserves, sites classés,…) selon l'échelle territoriale dont ils relèvent, le mémento propose d'associer à chaque espace une appréciation indicative de la faisabilité d'un ouvrage électrique (ligne aérienne, liaison souterraine, poste) selon un code couleur : 
	* Vert pour ""peu contraignant"" ; Orange pour ""contraignant"" ; Rouge pour ""quasi impossible"".
	* Les superficies du territoire métropolitain concernées par les protections sont précisées, ce qui permet de relativiser le nombre d'espaces à faisabilité ""rouge"" puisqu'elles ne couvrent qu'environ 7% du territoire.
* Sont également mentionnés les ""bons réflexes"" à adopter par l'ingénieur d'étude en fonction des spécificités liées à ces espaces (contacts, documents administratifs, chartes, ...).
"
6,Environnement et aménagement du territoire,Ressources disponibles pour le chargé d'études,Formation,,"Il existe un [module de formation](&A41) pour sensibiliser des chargés d'études à la pré-étude de contexte.
",DODER_environnement_et_amenagement_du_territoire.md,"Titre du document : Environnement et aménagement du territoire
Section : Ressources disponibles pour le chargé d'études
Sous-section : Formation
Contenu : Il existe un [module de formation](&A41) pour sensibiliser des chargés d'études à la pré-étude de contexte.
"
0,Coût d'une stratégie,Définition et principe d’établissement du passif d’un projet,,," 
Le passif ""complet"" du projet est constitué des éléments suivants :
* Montant de l’investissement :
	* Dépenses sèches (DS)
	* Frais d’Ingénierie (FI)
	* Plan d’Accompagnement du Projet (PAP)
* Intérêts intercalaires (II)
Ces éléments sont définis ci-dessous.
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Définition et principe d’établissement du passif d’un projet
Contenu :  
Le passif ""complet"" du projet est constitué des éléments suivants :
* Montant de l’investissement :
	* Dépenses sèches (DS)
	* Frais d’Ingénierie (FI)
	* Plan d’Accompagnement du Projet (PAP)
* Intérêts intercalaires (II)
Ces éléments sont définis ci-dessous.
"
1,Coût d'une stratégie,Définition et principe d’établissement du passif d’un projet,Dépenses sèches (DS),,"Ce sont les dépenses directes afférentes aux futurs achats fournisseurs, aux consommations sur stocks, à travaux de pose, de dépose ou de réhabilitation, au études externes induites par la construction des ouvrages. 
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Définition et principe d’établissement du passif d’un projet
Sous-section : Dépenses sèches (DS)
Contenu : Ce sont les dépenses directes afférentes aux futurs achats fournisseurs, aux consommations sur stocks, à travaux de pose, de dépose ou de réhabilitation, au études externes induites par la construction des ouvrages. 
"
2,Coût d'une stratégie,Définition et principe d’établissement du passif d’un projet,Frais d’Ingénierie (FI),,"Pour chaque ouvrage, on ajoute à la dépense sèche d'investissement une quote-part de frais d’ingénierie. Cette dépense correspond aux frais indirects et internes de RTE relatifs aux investissements : études, suivi de travaux effectués par le CNER et les services d'ingénierie.
Les montants associés sont calculés grâce aux temps repères des projets/programmes décrits [dans ce document](&D66).
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Définition et principe d’établissement du passif d’un projet
Sous-section : Frais d’Ingénierie (FI)
Contenu : Pour chaque ouvrage, on ajoute à la dépense sèche d'investissement une quote-part de frais d’ingénierie. Cette dépense correspond aux frais indirects et internes de RTE relatifs aux investissements : études, suivi de travaux effectués par le CNER et les services d'ingénierie.
Les montants associés sont calculés grâce aux temps repères des projets/programmes décrits [dans ce document](&D66).
"
3,Coût d'une stratégie,Définition et principe d’établissement du passif d’un projet,Plan d’Accompagnement de Projet (PAP),,"Le montant du PAP est calculé conformément aux valeurs définies par le [Contrat de Service Public](&E79) en vigueur au moment de l’étude, à partir du coût prévisionnel de la partie aérienne d’un nouvel ouvrage. Le coût de référence à considérer est la dépense sèche de la partie aérienne de l’ouvrage, chargée des frais d’ingénierie. Les dépenses d’amélioration esthétique issues du PAP ne doivent pas donner lieu à une modification de l’assiette de calcul du PAP.
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Définition et principe d’établissement du passif d’un projet
Sous-section : Plan d’Accompagnement de Projet (PAP)
Contenu : Le montant du PAP est calculé conformément aux valeurs définies par le [Contrat de Service Public](&E79) en vigueur au moment de l’étude, à partir du coût prévisionnel de la partie aérienne d’un nouvel ouvrage. Le coût de référence à considérer est la dépense sèche de la partie aérienne de l’ouvrage, chargée des frais d’ingénierie. Les dépenses d’amélioration esthétique issues du PAP ne doivent pas donner lieu à une modification de l’assiette de calcul du PAP.
"
4,Coût d'une stratégie,Définition et principe d’établissement du passif d’un projet,Intérêts intercalaires (II),,"Ils représentent le coût du financement des investissements, pendant la période de construction des ouvrages, alors que ceux-ci ne sont pas encore totalement immobilisés dans les actifs de RTE. Ils correspondent à l'actualisation de l'échéancier des dépenses à l’année de référence, généralement celle précédant l’année de mise en service de l'ouvrage, au taux d’actualisation en vigueur.
> Les intérêts intercalaires relèvent des dépenses d’exploitation.
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Définition et principe d’établissement du passif d’un projet
Sous-section : Intérêts intercalaires (II)
Contenu : Ils représentent le coût du financement des investissements, pendant la période de construction des ouvrages, alors que ceux-ci ne sont pas encore totalement immobilisés dans les actifs de RTE. Ils correspondent à l'actualisation de l'échéancier des dépenses à l’année de référence, généralement celle précédant l’année de mise en service de l'ouvrage, au taux d’actualisation en vigueur.
> Les intérêts intercalaires relèvent des dépenses d’exploitation.
"
5,Coût d'une stratégie,Définition et principe d’établissement du passif d’un projet,Frais généraux,,"Il est retenu de ne pas charger les coûts d’un projet de frais généraux stricto sensu (frais de siège, ...), car :
* en comptabilité, ces coûts ne sont pas passés en investissements,
* ces coûts ne dépendent pas de la décision d’investissements proprement dite.
Les coûts à prendre sont hors taxes c'est-à-dire essentiellement hors TVA.
Il faut distinguer dans le dossier décisionnel : 
* d’une part le coût pour sa seule dimension investissement  (c.a.d hors intérêts intercalaires),
* d’autre part le coût décisionnel, c’est à dire le passif complet du projet qui a permis de fonder la décision (VAN) et calculer les indicateurs de rentabilité (RBC, BEI).
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Définition et principe d’établissement du passif d’un projet
Sous-section : Frais généraux
Contenu : Il est retenu de ne pas charger les coûts d’un projet de frais généraux stricto sensu (frais de siège, ...), car :
* en comptabilité, ces coûts ne sont pas passés en investissements,
* ces coûts ne dépendent pas de la décision d’investissements proprement dite.
Les coûts à prendre sont hors taxes c'est-à-dire essentiellement hors TVA.
Il faut distinguer dans le dossier décisionnel : 
* d’une part le coût pour sa seule dimension investissement  (c.a.d hors intérêts intercalaires),
* d’autre part le coût décisionnel, c’est à dire le passif complet du projet qui a permis de fonder la décision (VAN) et calculer les indicateurs de rentabilité (RBC, BEI).
"
6,Coût d'une stratégie,Etablissement du passif du projet en phase prédécisionnelle,,,"Au stade prédécisionnel (avant la décision d'ouverture), et conformément au [processus décisionnel de développement de réseau](&D1), le chiffrage des stratégies peut être réalisé par l’Ingénieur d’Etude Réseaux à partir des documents ""Recueils des Coûts pour le Développement"" (RCD) et des outils associés, pour le choix de la stratégie préférentielle.
> Le référentiel des coûts pour les études de réseaux (outils et documentation) est disponible [à cet emplacement](&A90).
Le niveau de précision demandé est celui d’un coût d’ordre à ± 30% aux conditions économiques de l’année en cours.
Dans le cas où ces recueils de coûts d’investissement ne permettent pas de chiffrer une stratégie, l’Ingénierie fournira les éléments attendus sur la base d’une étude de faisabilité dont la précision sur les coûts sera équivalente à celle des recueils des coûts d’investissement.
Les RCD sont mis à jour annuellement par le CNER et mis à disposition des services d'études au 1er janvier de chaque année, [conformément à la méthode présentée dans ce document](&D259). Ils permettent d’établir une estimation des dépenses séches sur la base d’une consistance simplifiée des investissements ""courants"". Ils proposent également des valeurs forfaitaires :
* Les taux de Frais d’Ingénierie (_TFI_) forfaitaires fournis avec les RCD sont à appliquer aux dépenses sèches seules.
* Les taux d’Intérêts Intercalaires (_TII_) forfaitaires fournis avec les RCD sont à appliquer au montant de l’investissement.
* Les taux de Plan d'Accompagnement (_TPAP_) : Taux de Plan d’Accompagnement de Projet
La valeur forfaitaire de ces taux varie selon le type d’équipement et le niveau de tension.
Le schéma qui suit illustre le principe d’établissement du passif complet d’un projet à l’aide des RCD :
![Passif d'un projet d'infrastructure](&F17)
> | Acronyme| Définition 							|
|:---------:|:--------------------------------------|
|TFI		|Taux de Frais d’Ingénierie 			|
|TII		|Taux d’Intérêts Intercalaires 			|
|TPAP		|Taux de Plan d’Accompagnement de Projet|
|TDP		|Taux de Débat Public 					|
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Etablissement du passif du projet en phase prédécisionnelle
Contenu : Au stade prédécisionnel (avant la décision d'ouverture), et conformément au [processus décisionnel de développement de réseau](&D1), le chiffrage des stratégies peut être réalisé par l’Ingénieur d’Etude Réseaux à partir des documents ""Recueils des Coûts pour le Développement"" (RCD) et des outils associés, pour le choix de la stratégie préférentielle.
> Le référentiel des coûts pour les études de réseaux (outils et documentation) est disponible [à cet emplacement](&A90).
Le niveau de précision demandé est celui d’un coût d’ordre à ± 30% aux conditions économiques de l’année en cours.
Dans le cas où ces recueils de coûts d’investissement ne permettent pas de chiffrer une stratégie, l’Ingénierie fournira les éléments attendus sur la base d’une étude de faisabilité dont la précision sur les coûts sera équivalente à celle des recueils des coûts d’investissement.
Les RCD sont mis à jour annuellement par le CNER et mis à disposition des services d'études au 1er janvier de chaque année, [conformément à la méthode présentée dans ce document](&D259). Ils permettent d’établir une estimation des dépenses séches sur la base d’une consistance simplifiée des investissements ""courants"". Ils proposent également des valeurs forfaitaires :
* Les taux de Frais d’Ingénierie (_TFI_) forfaitaires fournis avec les RCD sont à appliquer aux dépenses sèches seules.
* Les taux d’Intérêts Intercalaires (_TII_) forfaitaires fournis avec les RCD sont à appliquer au montant de l’investissement.
* Les taux de Plan d'Accompagnement (_TPAP_) : Taux de Plan d’Accompagnement de Projet
La valeur forfaitaire de ces taux varie selon le type d’équipement et le niveau de tension.
Le schéma qui suit illustre le principe d’établissement du passif complet d’un projet à l’aide des RCD :
![Passif d'un projet d'infrastructure](&F17)
> | Acronyme| Définition 							|
|:---------:|:--------------------------------------|
|TFI		|Taux de Frais d’Ingénierie 			|
|TII		|Taux d’Intérêts Intercalaires 			|
|TPAP		|Taux de Plan d’Accompagnement de Projet|
|TDP		|Taux de Débat Public 					|
"
7,Coût d'une stratégie,Etablissement du passif du projet en phase prédécisionnelle,Etablissement du passif du projet en phase décisionnelle,Cas spécifique des études de raccordement : chiffrage de la solution pour réponse à une demande de PTF,"Rappelons que, pour les études de raccordement, il n’y pas de dossier d’ouverture.
Pour un projet de raccordement, la première étape de l’étude décisionnelle d’engagement consiste à étudier les différentes stratégies possibles. Les coûts utilisés dans la comparaison des stratégies sont des coûts d’ordre à ± 30%. A l’issue de cette étape, la stratégie préférentielle de raccordement au réseau est identifiée.
La seconde étape consiste à lancer les études complémentaires, dont la CTF, sur la stratégie préférentielle pressentie.
Pour plus d'information sur les études de raccordement, [se référer à cet article](&A78).
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Etablissement du passif du projet en phase prédécisionnelle
Sous-section : Etablissement du passif du projet en phase décisionnelle
Sous-sous-section : Cas spécifique des études de raccordement : chiffrage de la solution pour réponse à une demande de PTF
Contenu : Rappelons que, pour les études de raccordement, il n’y pas de dossier d’ouverture.
Pour un projet de raccordement, la première étape de l’étude décisionnelle d’engagement consiste à étudier les différentes stratégies possibles. Les coûts utilisés dans la comparaison des stratégies sont des coûts d’ordre à ± 30%. A l’issue de cette étape, la stratégie préférentielle de raccordement au réseau est identifiée.
La seconde étape consiste à lancer les études complémentaires, dont la CTF, sur la stratégie préférentielle pressentie.
Pour plus d'information sur les études de raccordement, [se référer à cet article](&A78).
"
8,Coût d'une stratégie,Frais d'Exploitation / Coûts de maintenance,,,"En l'absence de données explicites, on prendra comme coûts annuels de maintenance les valeurs suivantes :
 
|Ouvrage			|Part de l'investissement	|
|:------------------|:-------------------------:|
|Ligne aérienne		|1.5% 						|
|Ligne souterraine	|0.5%						|
|Poste partie HT	|0.5%						|
|Poste partie BT	|0.5%						|
 
Pour les interconnexions sous-marines HVDC des coûts spécifiques ont été élaborés en octobre 2016 et sont disponibles [dans ce document](&D7).
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Frais d'Exploitation / Coûts de maintenance
Contenu : En l'absence de données explicites, on prendra comme coûts annuels de maintenance les valeurs suivantes :
 
|Ouvrage			|Part de l'investissement	|
|:------------------|:-------------------------:|
|Ligne aérienne		|1.5% 						|
|Ligne souterraine	|0.5%						|
|Poste partie HT	|0.5%						|
|Poste partie BT	|0.5%						|
 
Pour les interconnexions sous-marines HVDC des coûts spécifiques ont été élaborés en octobre 2016 et sont disponibles [dans ce document](&D7).
"
9,Coût d'une stratégie,Coût environnemental,,,"Un état des connaissances de RTE sur la valorisation économique des externalités (méthodes et résultats) a été réalisé. 
En pratique, RTE internalise déjà un certain nombre de coûts environnementaux :
* l'impact paysager est en partie internalisé via le préjudice visuel
* l'impact sur la biodiversité et les activités humaines est en partie internalisé via le coût de conventionnement
* l'impact atmposphérique est en partie internalisé via le coût des pertes et des congestions, qui intègrent le CO2
Les deux premiers éléments sont intégrés dans les coûts d'investissement, les derniers étant valorisés en tant que bénéfices.
",DODER_estimation_du_cout_des_strategies.md,"Titre du document : Coût d'une stratégie
Section : Coût environnemental
Contenu : Un état des connaissances de RTE sur la valorisation économique des externalités (méthodes et résultats) a été réalisé. 
En pratique, RTE internalise déjà un certain nombre de coûts environnementaux :
* l'impact paysager est en partie internalisé via le préjudice visuel
* l'impact sur la biodiversité et les activités humaines est en partie internalisé via le coût de conventionnement
* l'impact atmposphérique est en partie internalisé via le coût des pertes et des congestions, qui intègrent le CO2
Les deux premiers éléments sont intégrés dans les coûts d'investissement, les derniers étant valorisés en tant que bénéfices.
"
0,Coûts de démantèlement des ouvrages et de ferraillage,Préambule,,,"Les coûts de dépose et de démantèlement des ouvrages peuvent représenter une part importante du [coût de construction](&A23). Il a longtemps été fait référence par exemple à un coût moyen de l'ordre de 30 % du coût du neuf pour les lignes aériennes.
Le référentiel des coûts pour les études de réseaux est disponible [à cet emplacement](&A90).
",DODER_estimation_du_cout_de_depose.md,"Titre du document : Coûts de démantèlement des ouvrages et de ferraillage
Section : Préambule
Contenu : Les coûts de dépose et de démantèlement des ouvrages peuvent représenter une part importante du [coût de construction](&A23). Il a longtemps été fait référence par exemple à un coût moyen de l'ordre de 30 % du coût du neuf pour les lignes aériennes.
Le référentiel des coûts pour les études de réseaux est disponible [à cet emplacement](&A90).
"
1,Coûts de démantèlement des ouvrages et de ferraillage,Coût de dépose des Lignes Aériennes,,,"Les coûts de dépose des ouvrages aériens sont intégrés dans le référentiel de coûts LA, simultanément aux opérations de réhabilitation et reconstruction. Ils portent sur : 
* la dépose complète de l’ouvrage
* l'arasement des fondations à 1 mètre
",DODER_estimation_du_cout_de_depose.md,"Titre du document : Coûts de démantèlement des ouvrages et de ferraillage
Section : Coût de dépose des Lignes Aériennes
Contenu : Les coûts de dépose des ouvrages aériens sont intégrés dans le référentiel de coûts LA, simultanément aux opérations de réhabilitation et reconstruction. Ils portent sur : 
* la dépose complète de l’ouvrage
* l'arasement des fondations à 1 mètre
"
2,Coûts de démantèlement des ouvrages et de ferraillage,Coût de dépose des Lignes Souterraines,,,"Les coûts de dépose des ouvrages souterrains ne sont pas à ce jour intégrés dans le référentiel de coûts LS.
Dans le cadre d’une étude plus générale sur la gestion de la fin de vie des liaisons souterraines (LS), un raisonnement par [technique de pose](&A83) a permis de déterminer des coûts de façon très grossière :
* Coût de dépose des LS en caniveaux (technologies concernées : Câbles synthétiques, Papier Imprégné, Huile fluide)
	* Consistance des travaux :
		* Dépose complète de l’ouvrage
	* Le Ratio Dépose/Pose est compris entre [85% - 120%]
* Coût de dépose des LS en fourreaux PVC ou tubes aciers (technologies concernées: Câbles synthétiques (fourreaux), Oléostatiques (tubes aciers))
	* Consistance des travaux :
		* Dépose complète des chambres de jonction
		* Déroulage du câble (les fourreaux et les tubes restent)
	* Le Ratio Dépose/Pose est compris entre [20% - 50%] 
",DODER_estimation_du_cout_de_depose.md,"Titre du document : Coûts de démantèlement des ouvrages et de ferraillage
Section : Coût de dépose des Lignes Souterraines
Contenu : Les coûts de dépose des ouvrages souterrains ne sont pas à ce jour intégrés dans le référentiel de coûts LS.
Dans le cadre d’une étude plus générale sur la gestion de la fin de vie des liaisons souterraines (LS), un raisonnement par [technique de pose](&A83) a permis de déterminer des coûts de façon très grossière :
* Coût de dépose des LS en caniveaux (technologies concernées : Câbles synthétiques, Papier Imprégné, Huile fluide)
	* Consistance des travaux :
		* Dépose complète de l’ouvrage
	* Le Ratio Dépose/Pose est compris entre [85% - 120%]
* Coût de dépose des LS en fourreaux PVC ou tubes aciers (technologies concernées: Câbles synthétiques (fourreaux), Oléostatiques (tubes aciers))
	* Consistance des travaux :
		* Dépose complète des chambres de jonction
		* Déroulage du câble (les fourreaux et les tubes restent)
	* Le Ratio Dépose/Pose est compris entre [20% - 50%] 
"
3,Coûts de démantèlement des ouvrages et de ferraillage,Coût de dépose des Postes,,,"Le référentiel de coûts Postes contient les opérations de remplacement de composants (dépose + repose), mais n’isolent pas la dépose. Ils permettent donc d'intégrer la dépose dans les opérations de renouvellement.
Un référentiel complémentaire aux RCD classiques a été produit pour estimer le coût d'opérations de déposes sèches d'équipement en Postes.
* [L'outil RCD Dépose de Poste](&E18)
* [La documentation associée](&D102)
Concernant, la prise en compte des coûts de dépose et de démantèlement des ouvrages dans les études, l'effet de l'actualisation joue ici un rôle déterminant :
* A titre d'illustration : avec un [taux d'actualisation de 4.5%](&A55), une dépose de ligne aérienne prévue à l'horizon de 20 ans, avec l'hypothèse du coût de dépose à 30% du coût du neuf, revient à rajouter au bilan 0.41 * 0.3 du prix du neuf, soit de l'ordre de 12%.
* A l'opposé, dans le cadre d'une opération de renouvellement ayant lieu au début de la période d'étude, le coût de la dépose ne doit pas être négligé.
",DODER_estimation_du_cout_de_depose.md,"Titre du document : Coûts de démantèlement des ouvrages et de ferraillage
Section : Coût de dépose des Postes
Contenu : Le référentiel de coûts Postes contient les opérations de remplacement de composants (dépose + repose), mais n’isolent pas la dépose. Ils permettent donc d'intégrer la dépose dans les opérations de renouvellement.
Un référentiel complémentaire aux RCD classiques a été produit pour estimer le coût d'opérations de déposes sèches d'équipement en Postes.
* [L'outil RCD Dépose de Poste](&E18)
* [La documentation associée](&D102)
Concernant, la prise en compte des coûts de dépose et de démantèlement des ouvrages dans les études, l'effet de l'actualisation joue ici un rôle déterminant :
* A titre d'illustration : avec un [taux d'actualisation de 4.5%](&A55), une dépose de ligne aérienne prévue à l'horizon de 20 ans, avec l'hypothèse du coût de dépose à 30% du coût du neuf, revient à rajouter au bilan 0.41 * 0.3 du prix du neuf, soit de l'ordre de 12%.
* A l'opposé, dans le cadre d'une opération de renouvellement ayant lieu au début de la période d'étude, le coût de la dépose ne doit pas être négligé.
"
4,Coûts de démantèlement des ouvrages et de ferraillage,Cas particulier des récupérations de matériel,,,"Les opérations de renforcement peuvent permettre la récupération de matériels, en particulier de transformateurs, qui sont alors mis à disposition pour réutilisation dans d’autres postes. Les transformateurs sont classés en 3 catégories pour lesquelles les valeurs de récupération à prendre en compte sont différentes :
* 1ère catégorie :
	* Appareils ""en développement"", c'est-à-dire de conception et de caractéristiques modernes, faisant actuellement l'objet de marchés portant sur un nombre d'unités appréciable, marchés qui devraient se prolonger au-delà des 5 prochaines années.
	* En cas de dépose, la réutilisation de ce type d'appareil est en fait pratiquement immédiate.
* 2ème catégorie :
	* Appareils n'étant plus commandés (catégorie 2) ou peu commandés (catégories 2A) mais de réutilisation envisageable à brève échéance.
* 3ème catégorie :
	* Appareils de caractéristiques anciennes, généralement de faible puissance unitaire, parfois monophasés, sans réutilisation envisageable pratiquement sur le réseau.
 
Dans les études de planification, la règle est la suivante :
* 1ère catégorie :
	* On retiendra, tant en récupération qu'en réutilisation, leur valeur à neuf.
* 2ème catégorie :
	* On retiendra, en récupération, la [valeur d'usage réelle déterminée à partir de leur âge](&A54). Certaines de ces valeurs pourraient être adaptées pour tenir compte du stock des appareils d'une catégorie donnée, suivant des modalités qui seront précisées par le CNER.
* 3ème catégorie :
	* Leur valeur de récupération sera considérée comme nulle au niveau des études.
Dans le calcul des indicateurs économiques, la valeur de récupération d'un transformateur doit être comptée de la façon suivante :
* Comme un gain annuel (annuité de récupération) [dans le calcul du RBCa](&A12), et non défalquée du coût de remplacement.
* Comme un bénéfice à l'année de récupération (toute la valeur de récupération est comptée) [dans le calcul du Bilan Actualisé, de la VAN](&A114) et du BEI.
",DODER_estimation_du_cout_de_depose.md,"Titre du document : Coûts de démantèlement des ouvrages et de ferraillage
Section : Cas particulier des récupérations de matériel
Contenu : Les opérations de renforcement peuvent permettre la récupération de matériels, en particulier de transformateurs, qui sont alors mis à disposition pour réutilisation dans d’autres postes. Les transformateurs sont classés en 3 catégories pour lesquelles les valeurs de récupération à prendre en compte sont différentes :
* 1ère catégorie :
	* Appareils ""en développement"", c'est-à-dire de conception et de caractéristiques modernes, faisant actuellement l'objet de marchés portant sur un nombre d'unités appréciable, marchés qui devraient se prolonger au-delà des 5 prochaines années.
	* En cas de dépose, la réutilisation de ce type d'appareil est en fait pratiquement immédiate.
* 2ème catégorie :
	* Appareils n'étant plus commandés (catégorie 2) ou peu commandés (catégories 2A) mais de réutilisation envisageable à brève échéance.
* 3ème catégorie :
	* Appareils de caractéristiques anciennes, généralement de faible puissance unitaire, parfois monophasés, sans réutilisation envisageable pratiquement sur le réseau.
 
Dans les études de planification, la règle est la suivante :
* 1ère catégorie :
	* On retiendra, tant en récupération qu'en réutilisation, leur valeur à neuf.
* 2ème catégorie :
	* On retiendra, en récupération, la [valeur d'usage réelle déterminée à partir de leur âge](&A54). Certaines de ces valeurs pourraient être adaptées pour tenir compte du stock des appareils d'une catégorie donnée, suivant des modalités qui seront précisées par le CNER.
* 3ème catégorie :
	* Leur valeur de récupération sera considérée comme nulle au niveau des études.
Dans le calcul des indicateurs économiques, la valeur de récupération d'un transformateur doit être comptée de la façon suivante :
* Comme un gain annuel (annuité de récupération) [dans le calcul du RBCa](&A12), et non défalquée du coût de remplacement.
* Comme un bénéfice à l'année de récupération (toute la valeur de récupération est comptée) [dans le calcul du Bilan Actualisé, de la VAN](&A114) et du BEI.
"
0,Les études économiques,Préambule,,,"L’activité de gestionnaire de réseau exercée par RTE couvre un large champ d’action :
* Elaboration des évolutions du réseau (Développement)
* Règles internes de maintenance et de politique de gestion du patrimoine (Maintenance et Ingénierie)
* Qualification des matériels installés sur le réseau (Expertise et R&D)
* Définition des règles d’utilisation du réseau (Exploitation)
Chaque métier détient son référentiel technique , intégrant ses besoins propres et des articulations avec les domaines connexes. Le référentiel de développement est à la croisée des autres domaines puisqu’il se nourrit des politiques techniques, des évolutions technologiques, des contraintes d’exploitation et de maintenance. L’application des règles de développement se traduit alors par des évolutions sur les CAPEX et les OPEX, ainsi que la base d’actifs régulée, et donc in fine sur le TURPE.
Chaque évolution du référentiel doit faire l’objet d’une étude d’impact. Celle-ci est généralement réalisée ex-nihilo, avec des modélisations ad hoc. Ainsi, une méthode usuelle consiste à étudier quelques cas simplifiés de réseau et d’extrapoler les résultats selon des critères empiriques.
Depuis plusieurs années, des simulateurs représentant les infrastructures de réseaux avec différentes granularités sont développées pour établir des études d'impacts plus robustes, avec un corpus méthologique éprouvé.
",DODER_etudes_economiques.md,"Titre du document : Les études économiques
Section : Préambule
Contenu : L’activité de gestionnaire de réseau exercée par RTE couvre un large champ d’action :
* Elaboration des évolutions du réseau (Développement)
* Règles internes de maintenance et de politique de gestion du patrimoine (Maintenance et Ingénierie)
* Qualification des matériels installés sur le réseau (Expertise et R&D)
* Définition des règles d’utilisation du réseau (Exploitation)
Chaque métier détient son référentiel technique , intégrant ses besoins propres et des articulations avec les domaines connexes. Le référentiel de développement est à la croisée des autres domaines puisqu’il se nourrit des politiques techniques, des évolutions technologiques, des contraintes d’exploitation et de maintenance. L’application des règles de développement se traduit alors par des évolutions sur les CAPEX et les OPEX, ainsi que la base d’actifs régulée, et donc in fine sur le TURPE.
Chaque évolution du référentiel doit faire l’objet d’une étude d’impact. Celle-ci est généralement réalisée ex-nihilo, avec des modélisations ad hoc. Ainsi, une méthode usuelle consiste à étudier quelques cas simplifiés de réseau et d’extrapoler les résultats selon des critères empiriques.
Depuis plusieurs années, des simulateurs représentant les infrastructures de réseaux avec différentes granularités sont développées pour établir des études d'impacts plus robustes, avec un corpus méthologique éprouvé.
"
